gs_lat	gs_lon	gs_alt	gs_baro	gs_temp	timestamp	run_number	radio_id	radio_name	rssi	lqi	crc	software_version	board_serial_number	time_stamp_ms	callsign	fcb_state_number	rot_vel_x	rot_vel_y	rot_vel_z	accel_x	accel_y	accel_z	magnetic_field_x	magnetic_field_y	magnetic_field_z	roll	pitch	yaw	orientation_quaternion	orientation_rpy	temperature	fcb_altitude	v_speed	fcb_latitude	fcb_longitude	gps_alt	fcb_battery_voltage	ground_speed	course_over_ground	gps_time	gps_sats	ble_client	distance	pyro_continuity	pyro_status	flash_usage	line_cutter_number	line_cutter_1_state	line_cutter_1_time_stamp_ms	line_cutter_1_barometer_pressure	line_cutter_1_fcb_altitude	line_cutter_1_delta_alt	line_cutter_1_temperature	line_cutter_1_accel_z	line_cutter_1_battery_voltage	line_cutter_1_cut_1	line_cutter_1_cut_2	line_cutter_1_current_sense	line_cutter_1_photoresistor	line_cutter_5_state	line_cutter_5_time_stamp_ms	line_cutter_5_barometer_pressure	line_cutter_5_fcb_altitude	line_cutter_5_delta_alt	line_cutter_5_temperature	line_cutter_5_accel_z	line_cutter_5_battery_voltage	line_cutter_5_cut_1	line_cutter_5_cut_2	line_cutter_5_current_sense	line_cutter_5_photoresistor	barometer_pressure	barometer_2_pressure	press_ref	ground_elev	ground_temp	line_cutter_5_limitVel	line_cutter_5_altitude1	line_cutter_5_altitude2	line_cutter_5_disreefDelay1	line_cutter_5_disreefDelay2	line_cutter_5_pwmVoltage1	line_cutter_5_pwmVoltage2	line_cutter_5_pwmDuration	line_cutter_5_lightThreshold	line_cutter_5_lightTriggerTime	line_cutter_5_seaLevelPressure	line_cutter_1_limitVel	line_cutter_1_altitude1	line_cutter_1_altitude2	line_cutter_1_disreefDelay1	line_cutter_1_disreefDelay2	line_cutter_1_pwmVoltage1	line_cutter_1_pwmVoltage2	line_cutter_1_pwmDuration	line_cutter_1_lightThreshold	line_cutter_1_lightTriggerTime	line_cutter_1_seaLevelPressure	line_cutter_6_limitVel	line_cutter_6_altitude1	line_cutter_6_altitude2	line_cutter_6_disreefDelay1	line_cutter_6_disreefDelay2	line_cutter_6_pwmVoltage1	line_cutter_6_pwmVoltage2	line_cutter_6_pwmDuration	line_cutter_6_lightThreshold	line_cutter_6_lightTriggerTime	line_cutter_6_seaLevelPressure
44.82508138020833	-73.16439615885416	43.599998474121094	1.0083888477670861	27.78	2022-10-15 14:16:33	1																																																																																																							
44.8250732421875	-73.16439615885416	43.900001525878906	1.005418208734271	27.71	2022-10-15 14:16:37	1																																																																																																							
44.8250732421875	-73.16439615885416	43.900001525878906	1.0047273624475697	27.72	2022-10-15 14:16:39	1																																																																																																							
44.8250732421875	-73.16439615885416	44.0	1.0052208240809277	27.73	2022-10-15 14:16:41	1																																																																																																							
					2022-10-15 14:16:42	1	1	915 MHz Radio	-16 db	5	Good	0	0	71600	KM6GNL	6	-0.005253420677036047	0.001985303359106183	-0.005528314039111137	0.02153540402650833	0.380458801984787	9.906285285949707	-0.06379999965429306	-0.05277999863028526	-0.11599999666213989	0.4447224239609405	-1.3155455184482334	-0.012697730226091468	[0.64, 0.3, -0.62, 0.29]	[0.4447224239609405, -1.3155455184482334, -0.012697730226091468]																																																																															
					2022-10-15 14:16:43	1	1	915 MHz Radio	-16 db	7	Good	0	0	71600	KM6GNL	6															34.18000030517578	0.6413376331329346	0.147779181599617	44.82510579427083	-73.16427408854166	46.70000076293945	12.436249732971191	0.0	0.0	2022-10-15 14:16:39	0	0	0.0																																																																		
44.8250732421875	-73.16439615885416	44.0	1.0057537626449544	27.73	2022-10-15 14:16:43	1																																																																																																							
					2022-10-15 14:16:43	1	1	915 MHz Radio	-15 db	4	Good	0	0	71812	KM6GNL	6															34.18000030517578	0.5644248127937317	0.06035146489739418	44.82510579427083	-73.16427408854166	46.70000076293945	12.436249732971191	0.0	0.0	2022-10-15 14:16:39	0	0	0.0																																																																		
					2022-10-15 14:16:43	1	1	915 MHz Radio	-17 db	4	Good	0	0	71887	KM6GNL																													[False, False, False, False, False, False]	[False, False, False, False, False, False, False, False]	3																																																															
					2022-10-15 14:16:43	1	1	915 MHz Radio	-18 db	6	Good	0	0	71887	KM6GNL																																1	1	8491961	100677	23.188596725463867	0.2930610179901123	30.73470703125	1.0119256973266602	3.906158447265625	0	738	465	483																																																		
